       0.10000D+01       0.30907D-04       0.41197D-01       0.48752D+00       0.60524D-02
       0.20000D+01       0.97088D-03       0.47231D-01       0.47948D+00       0.29574D-01
       0.30000D+01       0.69810D-03      -0.16839D-01       0.47789D+00       0.21806D+00
       0.40000D+01       0.64845D-03      -0.22555D-01       0.48048D+00       0.23964D+00
       0.50000D+01       0.83145D-03       0.67493D-01       0.48090D+00       0.19192D+00
       0.60000D+01       0.11003D-02       0.64308D-01       0.47925D+00       0.16375D+00
       0.70000D+01       0.11971D-02      -0.26801D-01       0.47957D+00       0.14182D+00
       0.80000D+01       0.11485D-02      -0.19008D-01       0.48067D+00       0.22754D+00
       0.90000D+01       0.10277D-02       0.51977D-01       0.48012D+00       0.20645D+00
       0.10000D+02       0.11932D-02       0.52306D-01       0.47922D+00       0.19392D+00
       0.11000D+02       0.12016D-02      -0.67095D-02       0.47995D+00       0.17915D+00
       0.12000D+02       0.12014D-02       0.13247D-01       0.48061D+00       0.16472D+00
       0.13000D+02       0.11850D-02       0.26870D-01       0.47992D+00       0.15773D+00
       0.14000D+02       0.10961D-02      -0.28731D-01       0.47948D+00       0.18986D+00
       0.15000D+02       0.10731D-02      -0.29657D-01       0.48006D+00       0.17768D+00
       0.16000D+02       0.10757D-02       0.57076D-01       0.48028D+00       0.16655D+00
       0.17000D+02       0.11865D-02       0.48670D-01       0.47973D+00       0.15799D+00
       0.18000D+02       0.11995D-02      -0.41073D-01       0.47977D+00       0.14988D+00
       0.19000D+02       0.11862D-02      -0.34409D-01       0.48023D+00       0.18550D+00
       0.20000D+02       0.11365D-02       0.42150D-01       0.48006D+00       0.19648D+00
       0.21000D+02       0.12479D-02       0.47686D-01       0.47963D+00       0.19085D+00
       0.22000D+02       0.12353D-02      -0.22378D-01       0.47994D+00       0.19632D+00
       0.23000D+02       0.12261D-02      -0.19796D-01       0.48029D+00       0.18804D+00
       0.24000D+02       0.11916D-02       0.26990D-02       0.47994D+00       0.18395D+00
       0.25000D+02       0.11409D-02      -0.43155D-01       0.47967D+00       0.17933D+00
       0.26000D+02       0.11283D-02      -0.38727D-01       0.47999D+00       0.17322D+00
       0.27000D+02       0.11145D-02       0.43537D-01       0.48016D+00       0.16677D+00
       0.28000D+02       0.12002D-02       0.32729D-01       0.47983D+00       0.16166D+00
       0.29000D+02       0.11955D-02      -0.53893D-01       0.47981D+00       0.17008D+00
       0.30000D+02       0.11827D-02      -0.50854D-01       0.48011D+00       0.19171D+00
       0.31000D+02       0.11588D-02       0.30426D-01       0.48003D+00       0.19854D+00
       0.32000D+02       0.12426D-02       0.39738D-01       0.47975D+00       0.19481D+00
       0.33000D+02       0.12289D-02      -0.36503D-01       0.47993D+00       0.19833D+00
       0.34000D+02       0.12192D-02      -0.42304D-01       0.48017D+00       0.19260D+00
       0.35000D+02       0.11866D-02      -0.98913D-02       0.47995D+00       0.18918D+00
       0.36000D+02       0.11545D-02      -0.45395D-01       0.47974D+00       0.18560D+00
       0.37000D+02       0.11462D-02      -0.38898D-01       0.47996D+00       0.18118D+00
       0.38000D+02       0.11322D-02       0.38777D-01       0.48011D+00       0.17645D+00
       0.39000D+02       0.12027D-02       0.28719D-01       0.47987D+00       0.18905D+00
       0.40000D+02       0.11898D-02      -0.53869D-01       0.47983D+00       0.19442D+00
       0.41000D+02       0.11806D-02      -0.55539D-01       0.48004D+00       0.18990D+00
       0.42000D+02       0.11706D-02       0.29942D-01       0.48002D+00       0.19508D+00
       0.43000D+02       0.12255D-02       0.40837D-01       0.47981D+00       0.19132D+00
       0.44000D+02       0.12171D-02      -0.40051D-01       0.47992D+00       0.19403D+00
       0.45000D+02       0.12092D-02      -0.45649D-01       0.48010D+00       0.19677D+00
       0.46000D+02       0.11812D-02      -0.28668D-02       0.47995D+00       0.19442D+00
       0.47000D+02       0.11625D-02      -0.28241D-01       0.47978D+00       0.19175D+00
       0.48000D+02       0.11580D-02      -0.27284D-01       0.47995D+00       0.18818D+00
       0.49000D+02       0.11492D-02       0.44974D-01       0.48008D+00       0.18433D+00
       0.50000D+02       0.11985D-02       0.38131D-01       0.47990D+00       0.20615D+00
       0.51000D+02       0.11825D-02      -0.39907D-01       0.47984D+00       0.21781D+00
       0.52000D+02       0.11754D-02      -0.45694D-01       0.48001D+00       0.21378D+00
       0.53000D+02       0.11739D-02       0.43258D-01       0.48001D+00       0.21747D+00
       0.54000D+02       0.12087D-02       0.52720D-01       0.47984D+00       0.22138D+00
       0.55000D+02       0.12101D-02      -0.32734D-01       0.47992D+00       0.21742D+00
       0.56000D+02       0.12033D-02      -0.33497D-01       0.48006D+00       0.21360D+00
       0.57000D+02       0.11802D-02       0.19296D-01       0.47995D+00       0.21548D+00
       0.58000D+02       0.11740D-02       0.31492D-02       0.47981D+00       0.21282D+00
       0.59000D+02       0.11738D-02      -0.10873D-01       0.47995D+00       0.20955D+00
       0.60000D+02       0.11712D-02       0.52150D-01       0.48006D+00       0.20611D+00
       0.61000D+02       0.12007D-02       0.50139D-01       0.47992D+00       0.20424D+00
       0.62000D+02       0.11840D-02      -0.22635D-01       0.47985D+00       0.20110D+00
       0.63000D+02       0.11786D-02      -0.30412D-01       0.47999D+00       0.19800D+00
       0.64000D+02       0.11806D-02       0.60524D-01       0.48001D+00       0.20132D+00
       0.65000D+02       0.12039D-02       0.65490D-01       0.47987D+00       0.20487D+00
       0.66000D+02       0.12088D-02      -0.23766D-01       0.47992D+00       0.20198D+00
       0.67000D+02       0.12032D-02      -0.19262D-01       0.48004D+00       0.19918D+00
       0.68000D+02       0.11840D-02       0.42433D-01       0.47996D+00       0.20508D+00
       0.69000D+02       0.11894D-02       0.34263D-01       0.47983D+00       0.20309D+00
       0.70000D+02       0.11920D-02      -0.63383D-03       0.47995D+00       0.20069D+00
       0.71000D+02       0.11934D-02       0.46524D-01       0.48005D+00       0.19795D+00
       0.72000D+02       0.12057D-02       0.50531D-01       0.47993D+00       0.19623D+00
       0.73000D+02       0.11894D-02      -0.15770D-01       0.47986D+00       0.20170D+00
       0.74000D+02       0.11847D-02      -0.22443D-01       0.47998D+00       0.20319D+00
       0.75000D+02       0.11859D-02       0.68188D-01       0.48001D+00       0.20069D+00
       0.76000D+02       0.12040D-02       0.66892D-01       0.47989D+00       0.19845D+00
       0.77000D+02       0.12107D-02      -0.24167D-01       0.47991D+00       0.19613D+00
       0.78000D+02       0.12059D-02      -0.16654D-01       0.48002D+00       0.19395D+00
       0.79000D+02       0.11900D-02       0.52420D-01       0.47996D+00       0.19200D+00
       0.80000D+02       0.12059D-02       0.50965D-01       0.47985D+00       0.19061D+00
       0.81000D+02       0.12077D-02      -0.33944D-02       0.47995D+00       0.18864D+00
       0.82000D+02       0.12081D-02       0.22861D-01       0.48004D+00       0.18645D+00
       0.83000D+02       0.12082D-02       0.34077D-01       0.47994D+00       0.18509D+00
       0.84000D+02       0.11927D-02      -0.24215D-01       0.47987D+00       0.18996D+00
       0.85000D+02       0.11886D-02      -0.26766D-01       0.47997D+00       0.19133D+00
       0.86000D+02       0.11880D-02       0.61142D-01       0.48001D+00       0.18910D+00
       0.87000D+02       0.12069D-02       0.54055D-01       0.47990D+00       0.18718D+00
       0.88000D+02       0.12100D-02      -0.36322D-01       0.47991D+00       0.18518D+00
       0.89000D+02       0.12073D-02      -0.29008D-01       0.48001D+00       0.19241D+00
       0.90000D+02       0.11951D-02       0.45996D-01       0.47997D+00       0.19036D+00
       0.91000D+02       0.12180D-02       0.50101D-01       0.47987D+00       0.18913D+00
       0.92000D+02       0.12163D-02      -0.17323D-01       0.47994D+00       0.18755D+00
       0.93000D+02       0.12147D-02      -0.10354D-01       0.48003D+00       0.18559D+00
       0.94000D+02       0.12077D-02       0.93580D-02       0.47994D+00       0.18442D+00
       0.95000D+02       0.11941D-02      -0.39512D-01       0.47987D+00       0.18314D+00
       0.96000D+02       0.11903D-02      -0.36544D-01       0.47996D+00       0.18141D+00
       0.97000D+02       0.11862D-02       0.47098D-01       0.48000D+00       0.17954D+00
       0.98000D+02       0.12088D-02       0.36668D-01       0.47991D+00       0.17797D+00
       0.99000D+02       0.12084D-02      -0.51018D-01       0.47991D+00       0.18028D+00
       0.10000D+03       0.12046D-02      -0.46707D-01       0.48000D+00       0.18669D+00
       0.10100D+03       0.11960D-02       0.33221D-01       0.47997D+00       0.18883D+00
       0.10200D+03       0.12211D-02       0.41591D-01       0.47988D+00       0.18776D+00
       0.10300D+03       0.12173D-02      -0.33094D-01       0.47994D+00       0.18896D+00
       0.10400D+03       0.12144D-02      -0.37407D-01       0.48002D+00       0.18718D+00
       0.10500D+03       0.12042D-02      -0.80421D-02       0.47995D+00       0.18624D+00
       0.10600D+03       0.11927D-02      -0.46657D-01       0.47988D+00       0.18506D+00
       0.10700D+03       0.11896D-02      -0.40163D-01       0.47995D+00       0.18354D+00
       0.10800D+03       0.11842D-02       0.38892D-01       0.48000D+00       0.18186D+00
       0.10900D+03       0.12071D-02       0.28308D-01       0.47992D+00       0.18622D+00
       0.11000D+03       0.12033D-02      -0.55547D-01       0.47991D+00       0.18820D+00
       0.11100D+03       0.11999D-02      -0.55792D-01       0.47998D+00       0.18659D+00
       0.11200D+03       0.11949D-02       0.28486D-01       0.47997D+00       0.18853D+00
       0.11300D+03       0.12166D-02       0.39193D-01       0.47989D+00       0.18717D+00
       0.11400D+03       0.12130D-02      -0.40328D-01       0.47994D+00       0.18825D+00
       0.11500D+03       0.12100D-02      -0.46682D-01       0.48001D+00       0.18938D+00
       0.11600D+03       0.11992D-02      -0.70040D-02       0.47995D+00       0.18838D+00
       0.11700D+03       0.11905D-02      -0.35341D-01       0.47988D+00       0.18728D+00
       0.11800D+03       0.11883D-02      -0.31732D-01       0.47995D+00       0.18587D+00
       0.11900D+03       0.11838D-02       0.42380D-01       0.48000D+00       0.18429D+00
       0.12000D+03       0.12048D-02       0.34372D-01       0.47992D+00       0.19353D+00
       0.12100D+03       0.11987D-02      -0.45084D-01       0.47990D+00       0.19856D+00
       0.12200D+03       0.11956D-02      -0.49799D-01       0.47997D+00       0.19701D+00
       0.12300D+03       0.11939D-02       0.38229D-01       0.47997D+00       0.19873D+00
       0.12400D+03       0.12103D-02       0.48463D-01       0.47990D+00       0.19739D+00
       0.12500D+03       0.12100D-02      -0.35647D-01       0.47993D+00       0.19588D+00
       0.12600D+03       0.12070D-02      -0.38072D-01       0.48000D+00       0.19435D+00
       0.12700D+03       0.11966D-02       0.11812D-01       0.47995D+00       0.19535D+00
       0.12800D+03       0.11923D-02      -0.69744D-02       0.47988D+00       0.19430D+00
       0.12900D+03       0.11916D-02      -0.15621D-01       0.47995D+00       0.19295D+00
       0.13000D+03       0.11894D-02       0.50783D-01       0.48000D+00       0.19149D+00
       0.13100D+03       0.12046D-02       0.47192D-01       0.47993D+00       0.19060D+00
       0.13200D+03       0.11971D-02      -0.27261D-01       0.47990D+00       0.18924D+00
       0.13300D+03       0.11945D-02      -0.34739D-01       0.47997D+00       0.18790D+00
       0.13400D+03       0.11949D-02       0.55814D-01       0.47997D+00       0.18955D+00
       0.13500D+03       0.12067D-02       0.62396D-01       0.47991D+00       0.19133D+00
       0.13600D+03       0.12083D-02      -0.25883D-01       0.47993D+00       0.19002D+00
       0.13700D+03       0.12066D-02      -0.22805D-01       0.47999D+00       0.18873D+00
       0.13800D+03       0.11969D-02       0.36376D-01       0.47995D+00       0.19171D+00
       0.13900D+03       0.11978D-02       0.25956D-01       0.47989D+00       0.19082D+00
       0.14000D+03       0.11986D-02      -0.24960D-02       0.47995D+00       0.18971D+00
       0.14100D+03       0.11988D-02       0.50130D-01       0.48000D+00       0.18841D+00
       0.14200D+03       0.12069D-02       0.52216D-01       0.47994D+00       0.18772D+00
       0.14300D+03       0.11987D-02      -0.16175D-01       0.47990D+00       0.18645D+00
       0.14400D+03       0.11963D-02      -0.23524D-01       0.47996D+00       0.18520D+00
       0.14500D+03       0.11970D-02       0.67465D-01       0.47998D+00       0.18394D+00
       0.14600D+03       0.12065D-02       0.68102D-01       0.47991D+00       0.18284D+00
       0.14700D+03       0.12098D-02      -0.22677D-01       0.47993D+00       0.18172D+00
       0.14800D+03       0.12072D-02      -0.15740D-01       0.47999D+00       0.18066D+00
       0.14900D+03       0.11986D-02       0.51290D-01       0.47995D+00       0.18347D+00
       0.15000D+03       0.12052D-02       0.47950D-01       0.47990D+00       0.18267D+00
