       42      172        4     0.3837457357E-03
       43      186        4     0.2361997357E-03
        3       20        1     0.5580095550E-02
        3        4        1     0.4130367413E-04
        4       34        2     0.6158195131E-02
        5       44        3     0.4244696992E-02
        6       50        3     0.3701492187E-02
        7       54        3     0.3237007833E-02
        8       58        3     0.2225006248E-02
        9       64        3     0.1711338228E-02
       10       68        3     0.1003331562E-02
       11       70        3     0.6132879097E-03
       12       74        3     0.2982284312E-03
       13       76        3     0.1612453057E-03
       14       80        3     0.4460799793E-04
       15       80        3     0.7132975166E-05
       16       82        3     0.7373267770E-05
       17       86        3     0.2334841529E-04
       18       86        3     0.6907940792E-04
       19       90        3     0.1214440604E-03
       20       90        3     0.1735719789E-03
       21       94        3     0.2678734431E-03
       22       94        3     0.3062394019E-03
       23       96        3     0.4044624518E-03
       24       98        3     0.4238849068E-03
       25      100        3     0.5635463662E-03
       26      102        3     0.5671878897E-03
       27      104        3     0.6344200669E-03
       28      106        3     0.6574945392E-03
       29      108        3     0.7545432915E-03
       30      110        3     0.7826382953E-03
       31      112        3     0.8100405586E-03
       32      114        3     0.8288347779E-03
       33      116        3     0.8904289242E-03
       34      118        3     0.9013384739E-03
       35      120        3     0.9159657923E-03
       36      122        3     0.9120135605E-03
       37      124        3     0.9637255564E-03
       38      126        3     0.9360488061E-03
       39      130        3     0.9425329316E-03
       40      132        3     0.9615294269E-03
       41      134        3     0.9392433546E-03
       42      138        3     0.9325001111E-03
       43      142        3     0.9024055226E-03
       44      144        3     0.8878943238E-03
       45      150        3     0.8396192398E-03
       46      154        3     0.8077264608E-03
       47      158        3     0.7736136617E-03
       42       10        1     0.3668012754E-03
        3        6        1     0.2489591322E-03
        4       26        2     0.1075404381E-02
        5       42        3     0.1344331460E-02
        6       50        3     0.1395953442E-02
        7       54        3     0.1626518313E-02
        8       60        3     0.1549135136E-02
        9       66        3     0.1401960360E-02
       10       70        3     0.1260494973E-02
       11       72        3     0.9675577920E-03
       12       78        3     0.8636402832E-03
       13       82        3     0.7012911346E-03
       14       82        3     0.5969668856E-03
       15       86        3     0.5152163780E-03
       16       90        3     0.4381311534E-03
       17       92        3     0.3956385739E-03
